Input,Output
హైదరాబాద్ బిర్యానీ ప్రపంచవ్యాప్తంగా ప్రసిద్ధి.,హైదరాబాద్ బిర్యానీ ప్రపంచవ్యాప్తంగా ప్రసిద్ధి.
సచిన్ టెండూల్కర్ క్రికెట్ లో లెజెండ్ ఆటగాడు.,సచిన్ టెండూల్కర్ క్రికెట్ లో లెజెండ్ ఆటగాడు.
గాంధీజీ నిజమైన అహింసా వాది,గాంధీజీ నిజమైన అహింసా వాది.
"కోచి కేరళ   లోని ముఖ్యమైన నగరం.,,",కోచి కేరళ లోని ముఖ్యమైన నగరం.
అమృత్సర్ సిక్కు మతంలో పవిత్రమైన నగరం.,అమృత్సర్ సిక్కు మతంలో పవిత్రమైన నగరం.
దిల్లీ భారతదేశ రాజధాని నగరం.,దిల్లీ భారతదేశ రాజధాని నగరం.
ప్రతి మనిషి జీవితంలో ఒక నిజమైన హీరో ఉంటాడు.,ప్రతి మనిషి జీవితంలో ఒక నిజమైన హీరో ఉంటాడు.
క్రికెట్ లో ఆయన భారత దేశానికి అందించిన విజయాలకు గుర్తుగా భారత ప్రభుత్వం అతనికి భారత రత్న పురస్కారాన్ని ప్రకటించింది....,క్రికెట్ లో ఆయన భారత దేశానికి అందించిన విజయాలకు గుర్తుగా భారత ప్రభుత్వం అతనికి భారత రత్న పురస్కారాన్ని ప్రకటించింది.
పర్యవరణం మరియు మనము (మానవులు) ని వేరు చేసి చూడలేము.,పర్యావరణం మరియు మనము (మానవులు) ని వేరు చేసి చూడలేము.
నేను ప్రస్తుతం ఐఐటి కాన్పూర్ లో పీహెచ్డీ చదువుతున్నాను.(),నేను ప్రస్తుతం ఐఐటి కాన్పూర్ లో పీహెచ్డీ చదువుతున్నాను.
గాంధీజీ నిజమైన అహింసా వాది.,గాంధీజీ నిజమైన అహింసా వాది.
